u,v,score
23,124,-26.310728
4,81,-26.310873
23,136,-26.313982
15,104,-26.31412
30,120,-26.315954
57,79,-26.316954
50,88,-26.318108
54,113,-26.318354
38,172,-26.319275
81,98,-26.320223
30,142,-26.321007
104,178,-26.324434
42,136,-26.324953
130,136,-26.325449
71,176,-26.32711
131,139,-26.3274
68,91,-26.328512
18,44,-26.328817
34,52,-26.331358
30,161,-26.331999
158,189,-26.33272
31,151,-26.332756
65,176,-26.337349
2,15,-26.344213
101,147,-26.344973
47,98,-26.345503
178,189,-26.34593
130,135,-26.348192
124,168,-26.349173
38,174,-26.349361
64,84,-26.351847
20,31,-26.353472
141,164,-26.354317
141,192,-26.358448
96,136,-26.358953
101,151,-26.359358
88,151,-26.35945
96,172,-26.359568
52,161,-26.360922
6,54,-26.361156
75,129,-26.362059
6,91,-26.36222
54,176,-26.364248
70,92,-26.367323
16,130,-26.367706
16,60,-26.367743
139,181,-26.368761
25,30,-26.36904
30,164,-26.369656
2,33,-26.37229
47,144,-26.37288
51,71,-26.374098
16,54,-26.374842
98,136,-26.375732
68,162,-26.376402
120,164,-26.377695
54,141,-26.378443
75,151,-26.378689
96,141,-26.378988
1,26,-26.380476
65,174,-26.381704
0,16,-26.384073
1,116,-26.384146
79,130,-26.384716
44,54,-26.38702
81,126,-26.387379
126,189,-26.38848
16,136,-26.39053
136,161,-26.391893
2,141,-26.39266
91,104,-26.392805
96,155,-26.392921
2,57,-26.393269
75,177,-26.3935
65,96,-26.395823
88,107,-26.399504
8,69,-26.402285
53,158,-26.40296
37,117,-26.403193
24,133,-26.405405
42,98,-26.40547
18,180,-26.405632
47,149,-26.41466
54,153,-26.414953
88,147,-26.415169
18,60,-26.415365
164,185,-26.417114
67,101,-26.41781
149,168,-26.419607
130,178,-26.42052
39,160,-26.422283
120,142,-26.422838
23,44,-26.423117
5,52,-26.4263
81,112,-26.426905
161,164,-26.427214
114,117,-26.43056
6,53,-26.434256
68,104,-26.434732
139,157,-26.435259
31,104,-26.438637
16,158,-26.439774
144,189,-26.442556
47,174,-26.443838
36,39,-26.44407
75,113,-26.444326
135,136,-26.444433
10,123,-26.44482
168,172,-26.446054
100,192,-26.446806
75,166,-26.447756
77,90,-26.450533
30,53,-26.45101
33,91,-26.451963
71,98,-26.45303
104,192,-26.454077
8,180,-26.45458
52,65,-26.45624
68,79,-26.456392
8,191,-26.45657
38,57,-26.456772
42,135,-26.46039
15,20,-26.46137
103,168,-26.462523
25,161,-26.464409
57,139,-26.46477
0,47,-26.46486
23,157,-26.466635
68,71,-26.467852
168,175,-26.470295
155,189,-26.470472
39,184,-26.470789
146,148,-26.470827
135,158,-26.472406
52,135,-26.472458
70,84,-26.473562
39,109,-26.474276
104,136,-26.474627
81,164,-26.47666
65,79,-26.477365
47,139,-26.480103
24,156,-26.482637
73,96,-26.482738
2,23,-26.483047
88,113,-26.483591
144,192,-26.486078
24,151,-26.486166
114,137,-26.48776
25,162,-26.48884
77,128,-26.490763
12,24,-26.490835
39,181,-26.490965
8,133,-26.491129
31,144,-26.494856
51,101,-26.495762
10,66,-26.497137
16,65,-26.498348
8,89,-26.498755
71,79,-26.501104
53,79,-26.501547
79,135,-26.501627
52,126,-26.501766
24,107,-26.502638
24,58,-26.504126
24,175,-26.504436
5,81,-26.505373
23,65,-26.50574
39,59,-26.506327
9,101,-26.507362
67,81,-26.508417
66,94,-26.50989
23,104,-26.512394
69,171,-26.51263
42,53,-26.513294
101,165,-26.515448
60,81,-26.518229
34,96,-26.519827
65,162,-26.52089
57,65,-26.522612
24,150,-26.523676
12,168,-26.524267
96,153,-26.524672
24,56,-26.525671
15,81,-26.5263
91,130,-26.526396
8,138,-26.526432
81,151,-26.527033
39,140,-26.52753
31,141,-26.534056
0,23,-26.534548
15,142,-26.534979
139,161,-26.536776
155,185,-26.53788
31,149,-26.541594
38,60,-26.5418
77,118,-26.542501
8,32,-26.544186
23,158,-26.544928
64,116,-26.545034
101,181,-26.54532
53,101,-26.545898
81,108,-26.54664
42,91,-26.54899
52,174,-26.549665
31,136,-26.54984
2,88,-26.549849
0,178,-26.551743
94,123,-26.552
77,146,-26.553234
47,130,-26.553938
165,185,-26.554398
39,89,-26.554892
39,145,-26.557184
101,187,-26.557678
53,189,-26.558681
75,130,-26.559252
50,54,-26.559752
81,180,-26.559752
92,117,-26.561209
44,96,-26.56218
39,103,-26.564325
81,153,-26.564669
14,185,-26.566328
88,98,-26.566626
3,168,-26.56738
19,77,-26.570192
8,173,-26.570997
68,161,-26.572428
50,189,-26.57295
23,187,-26.573006
139,166,-26.575916
0,15,-26.575974
6,136,-26.57631
23,153,-26.577002
51,75,-26.577124
115,148,-26.58114
71,144,-26.58287
77,138,-26.584013
9,139,-26.58459
24,102,-26.585546
96,112,-26.585901
16,68,-26.58619
9,52,-26.590052
90,148,-26.590689
39,179,-26.592386
14,24,-26.592436
52,71,-26.594797
88,180,-26.594828
162,192,-26.59511
82,148,-26.595552
33,189,-26.596907
52,96,-26.598118
10,35,-26.598316
81,122,-26.6002
100,189,-26.600565
24,128,-26.60195
135,185,-26.602266
24,55,-26.604414
168,184,-26.605112
15,101,-26.606222
42,130,-26.606916
75,131,-26.608763
47,135,-26.609335
15,31,-26.611223
9,47,-26.611559
0,30,-26.614904
70,116,-26.61548
52,124,-26.61595
38,147,-26.617548
143,171,-26.618845
34,75,-26.620295
130,144,-26.621187
0,31,-26.622665
24,184,-26.622694
2,120,-26.623285
32,148,-26.624058
73,139,-26.624607
5,38,-26.626318
30,178,-26.626936
4,168,-26.629269
136,189,-26.632357
71,149,-26.63297
6,71,-26.634356
136,144,-26.634495
30,71,-26.638336
8,132,-26.638636
18,151,-26.640808
142,161,-26.642923
25,54,-26.643621
130,192,-26.645163
34,39,-26.645834
8,111,-26.645851
23,182,-26.648094
23,112,-26.648893
53,130,-26.649254
77,188,-26.650484
50,65,-26.65095
24,112,-26.651178
108,168,-26.652163
98,185,-26.655264
33,88,-26.65722
105,171,-26.657488
19,84,-26.658587
47,112,-26.659975
16,71,-26.660006
23,176,-26.660748
84,137,-26.660946
101,176,-26.661413
130,162,-26.661673
25,38,-26.661783
139,174,-26.66277
120,139,-26.663095
42,65,-26.663874
30,91,-26.664064
50,139,-26.664417
27,94,-26.665998
35,94,-26.666039
53,98,-26.667204
122,148,-26.668821
113,192,-26.668854
6,189,-26.669443
6,185,-26.66945
91,120,-26.669607
75,157,-26.669989
16,42,-26.670351
23,161,-26.673155
88,126,-26.675646
53,178,-26.67607
54,161,-26.676447
15,120,-26.678106
139,182,-26.67838
53,142,-26.679358
54,57,-26.680346
30,79,-26.681032
73,101,-26.681976
9,81,-26.682846
71,112,-26.683008
0,71,-26.683115
12,148,-26.683817
2,54,-26.684042
27,85,-26.684084
91,135,-26.68447
85,123,-26.685083
46,84,-26.686907
75,141,-26.687082
149,185,-26.68894
38,73,-26.68928
25,120,-26.690012
10,27,-26.690168
0,91,-26.69119
104,189,-26.694466
75,161,-26.699665
26,64,-26.700022
75,176,-26.700478
50,52,-26.700846
38,177,-26.703903
44,81,-26.704763
13,39,-26.705786
8,160,-26.707119
16,164,-26.707888
141,178,-26.709164
6,88,-26.714085
77,132,-26.714628
73,168,-26.714876
148,191,-26.714905
65,130,-26.715498
96,176,-26.71554
136,139,-26.717524
47,164,-26.718626
37,105,-26.719034
2,68,-26.72171
68,192,-26.722288
25,136,-26.723312
19,114,-26.72523
66,85,-26.725355
8,118,-26.727545
29,148,-26.727926
0,54,-26.731142
57,185,-26.731249
178,192,-26.731398
9,75,-26.73225
39,180,-26.734186
88,104,-26.734793
91,178,-26.73519
79,178,-26.735397
54,151,-26.737173
79,185,-26.73789
14,81,-26.73893
101,175,-26.741873
16,53,-26.743536
24,166,-26.746216
6,192,-26.746592
37,115,-26.74676
39,169,-26.747362
161,178,-26.74859
142,158,-26.750017
54,158,-26.750828
8,188,-26.75091
42,185,-26.751005
8,179,-26.751799
57,71,-26.752386
47,91,-26.752777
8,170,-26.75351
52,176,-26.755857
52,98,-26.758722
71,135,-26.758814
106,148,-26.761225
14,77,-26.76151
54,120,-26.762098
5,96,-26.763348
19,171,-26.763441
79,142,-26.763506
21,40,-26.763601
101,184,-26.766897
8,177,-26.766987
162,178,-26.76792
164,192,-26.76922
137,171,-26.770334
14,148,-26.770704
31,161,-26.77111
77,134,-26.7717
142,162,-26.772024
105,114,-26.772934
47,136,-26.773422
18,136,-26.774126
0,65,-26.775503
33,185,-26.775602
54,104,-26.775816
23,50,-26.776571
96,100,-26.777796
16,47,-26.778128
88,158,-26.778185
113,185,-26.779589
23,141,-26.781078
2,47,-26.781431
185,189,-26.782597
39,166,-26.783203
162,164,-26.786089
31,126,-26.787512
147,185,-26.787611
10,45,-26.78787
75,158,-26.788113
30,192,-26.79074
18,25,-26.793608
88,164,-26.79364
42,47,-26.793692
171,190,-26.794374
0,192,-26.794497
51,168,-26.79561
30,75,-26.795752
46,116,-26.796335
114,190,-26.798187
2,189,-26.803106
101,155,-26.804064
18,79,-26.805746
57,75,-26.805899
39,147,-26.806774
88,136,-26.807177
45,85,-26.80761
30,185,-26.80913
24,152,-26.809431
0,75,-26.809935
45,94,-26.810194
96,182,-26.810251
52,130,-26.810276
30,130,-26.810503
81,144,-26.8112
96,108,-26.811266
125,168,-26.81243
77,133,-26.816366
24,155,-26.817347
98,192,-26.820238
81,175,-26.824469
156,168,-26.825165
26,70,-26.826784
77,111,-26.828226
54,135,-26.828936
84,117,-26.829927
141,189,-26.831755
39,104,-26.832357
42,142,-26.832996
53,91,-26.833681
0,130,-26.834265
100,168,-26.834497
130,149,-26.835974
81,147,-26.836704
104,135,-26.837448
77,173,-26.838503
39,55,-26.839733
98,130,-26.840746
6,47,-26.840818
71,162,-26.841387
38,68,-26.84141
2,16,-26.84205
68,142,-26.842394
145,168,-26.842901
96,124,-26.843077
135,142,-26.848783
52,100,-26.850025
14,101,-26.850504
126,139,-26.85183
60,130,-26.853212
20,75,-26.854734
38,155,-26.85476
115,171,-26.857193
47,100,-26.857744
136,164,-26.857767
59,168,-26.858992
120,130,-26.859583
26,46,-26.863379
60,168,-26.86342
58,77,-26.86392
33,38,-26.864351
57,142,-26.864508
20,142,-26.8679
6,23,-26.87037
91,136,-26.8727
77,160,-26.873104
146,171,-26.873278
77,191,-26.874514
47,104,-26.878525
30,47,-26.879032
21,167,-26.879194
127,148,-26.879381
71,130,-26.879482
35,85,-26.879976
23,88,-26.880747
3,39,-26.882162
77,179,-26.882978
24,187,-26.887863
60,71,-26.888802
14,38,-26.895782
31,164,-26.901352
8,82,-26.901518
30,104,-26.90484
96,174,-26.905758
18,135,-26.90622
39,177,-26.90632
31,100,-26.907278
39,131,-26.907316
101,130,-26.907415
158,185,-26.90785
30,42,-26.907879
120,192,-26.907887
81,155,-26.909334
90,171,-26.912771
50,81,-26.91347
18,149,-26.914652
38,144,-26.916067
71,100,-26.917208
107,168,-26.918951
8,127,-26.920513
104,130,-26.920519
77,97,-26.920813
2,130,-26.922709
6,130,-26.925047
120,178,-26.926052
138,148,-26.926165
132,148,-26.930485
71,158,-26.935144
31,42,-26.936613
71,104,-26.937252
24,182,-26.938087
168,182,-26.938334
77,177,-26.940237
7,77,-26.940248
62,94,-26.942312
148,154,-26.942694
56,77,-26.943922
16,178,-26.944681
148,177,-26.945412
116,190,-26.946196
12,38,-26.947914
81,149,-26.951527
124,139,-26.951567
31,53,-26.951622
9,39,-26.952032
88,120,-26.952375
23,126,-26.95434
57,101,-26.954813
75,98,-26.954987
31,189,-26.955248
136,192,-26.956963
12,81,-26.958815
8,154,-26.959723
51,139,-26.962511
116,143,-26.962984
60,65,-26.963491
75,124,-26.965433
24,140,-26.967596
0,189,-26.969637
171,191,-26.97056
103,171,-26.971243
92,105,-26.971918
33,101,-26.973063
39,156,-26.974152
53,100,-26.976423
31,178,-26.978918
148,163,-26.979166
18,42,-26.979296
141,185,-26.980253
75,79,-26.984509
26,117,-26.984858
65,139,-26.985289
84,146,-26.98561
47,79,-26.986021
77,127,-26.988714
5,39,-26.989384
84,143,-26.989733
7,8,-26.990759
65,135,-26.99172
30,52,-26.993921
2,162,-26.9954
81,135,-26.996052
8,159,-26.996078
6,81,-26.99653
37,69,-26.997667
112,139,-26.99843
79,81,-26.999653
54,144,-27.000183
15,88,-27.00348
96,177,-27.005692
15,136,-27.005812
29,77,-27.007963
97,114,-27.007988
30,139,-27.008905
71,139,-27.009344
24,153,-27.00986
101,113,-27.011158
75,112,-27.014208
24,113,-27.015291
75,100,-27.01896
77,184,-27.019545
91,161,-27.023544
53,104,-27.023958
16,139,-27.02403
75,162,-27.02589
75,135,-27.028923
8,103,-27.029045
88,91,-27.031816
25,130,-27.032034
65,98,-27.032316
10,62,-27.035196
10,93,-27.03523
23,120,-27.036022
53,120,-27.037125
39,158,-27.037958
101,131,-27.038181
24,147,-27.038427
8,17,-27.041
164,189,-27.04203
52,139,-27.042227
100,185,-27.043268
136,178,-27.046041
157,168,-27.046371
8,74,-27.047495
81,176,-27.047731
53,192,-27.049189
23,168,-27.050987
55,168,-27.05441
12,77,-27.05543
19,148,-27.056387
31,158,-27.05668
77,83,-27.056917
15,54,-27.057093
96,161,-27.057375
15,161,-27.05841
47,178,-27.059113
93,94,-27.05953
39,174,-27.059805
100,130,-27.060728
88,189,-27.063465
84,190,-27.06394
148,188,-27.064726
39,108,-27.066463
8,175,-27.067379
120,189,-27.068674
8,109,-27.06981
79,168,-27.070774
34,168,-27.071854
71,164,-27.07209
54,96,-27.074144
47,52,-27.074232
30,136,-27.076982
17,77,-27.077501
104,162,-27.086155
8,99,-27.086681
92,190,-27.088621
23,150,-27.08942
81,124,-27.089537
39,67,-27.090132
74,77,-27.090572
114,143,-27.097244
24,108,-27.097338
31,57,-27.097376
18,100,-27.097551
41,94,-27.097685
155,168,-27.098528
8,56,-27.098886
94,121,-27.10173
68,130,-27.104963
15,71,-27.106215
88,141,-27.109123
2,135,-27.111156
26,143,-27.111282
65,126,-27.111921
23,98,-27.11602
58,148,-27.118202
40,61,-27.120253
100,139,-27.120533
38,100,-27.120632
54,126,-27.122984
49,77,-27.123505
84,105,-27.123625
18,189,-27.124102
148,173,-27.12471
77,152,-27.128168
61,167,-27.128178
20,96,-27.129763
139,144,-27.13011
10,41,-27.133696
38,141,-27.133818
101,126,-27.136572
88,150,-27.13703
77,159,-27.139885
96,162,-27.140724
18,177,-27.142359
38,149,-27.142534
81,107,-27.143026
165,168,-27.14569
84,97,-27.145767
148,152,-27.147661
75,174,-27.147902
40,95,-27.148073
25,142,-27.149904
20,53,-27.154154
10,121,-27.155874
0,52,-27.156124
10,72,-27.156591
8,50,-27.156683
75,149,-27.157152
39,124,-27.157856
57,81,-27.16125
38,79,-27.161676
52,68,-27.161917
16,38,-27.162443
68,88,-27.162912
11,94,-27.164179
11,85,-27.164349
2,136,-27.164545
53,71,-27.167658
4,39,-27.168161
47,65,-27.170063
89,168,-27.17095
8,163,-27.174376
39,42,-27.174498
39,73,-27.175106
101,177,-27.175407
8,125,-27.177505
20,88,-27.177536
18,113,-27.178198
118,148,-27.178549
54,192,-27.1799
71,136,-27.181547
31,79,-27.181967
36,77,-27.183603
95,167,-27.184835
60,75,-27.185453
47,68,-27.186983
81,129,-27.188469
142,185,-27.189976
92,115,-27.192122
178,185,-27.192694
189,192,-27.193014
25,71,-27.195131
148,159,-27.195189
84,191,-27.195662
0,88,-27.19642
23,162,-27.200388
88,142,-27.201895
18,68,-27.202135
23,25,-27.204082
48,85,-27.204416
0,142,-27.204826
77,82,-27.207182
39,172,-27.207293
2,30,-27.209404
52,149,-27.209837
132,171,-27.209894
104,139,-27.212936
104,185,-27.215347
72,85,-27.218006
96,120,-27.220625
139,149,-27.221754
38,162,-27.222292
51,96,-27.222765
77,122,-27.224224
16,81,-27.226337
8,134,-27.227371
16,96,-27.22872
23,96,-27.228758
10,48,-27.22954
111,148,-27.231543
65,142,-27.232512
72,94,-27.233274
139,178,-27.234564
18,141,-27.238592
65,144,-27.240126
139,176,-27.240612
24,110,-27.243557
53,136,-27.244518
148,184,-27.244585
92,137,-27.250925
39,165,-27.25171
79,139,-27.251856
62,85,-27.252733
57,189,-27.253035
54,98,-27.253572
24,159,-27.254896
39,51,-27.256506
41,85,-27.257145
48,94,-27.257555
71,142,-27.258884
0,53,-27.261166
8,151,-27.264235
9,24,-27.266283
133,148,-27.267588
85,121,-27.268682
54,178,-27.269003
50,75,-27.269386
114,169,-27.269873
39,149,-27.272263
71,91,-27.273792
44,101,-27.278227
30,88,-27.279716
80,94,-27.281721
39,107,-27.2823
168,176,-27.285715
6,139,-27.285875
25,47,-27.288473
23,151,-27.291077
50,101,-27.29552
38,98,-27.295778
88,161,-27.296335
47,176,-27.297602
8,83,-27.298756
120,185,-27.298878
12,171,-27.299753
20,39,-27.302504
101,172,-27.303175
71,185,-27.3038
57,96,-27.303885
26,105,-27.306795
69,84,-27.309748
23,144,-27.310019
38,113,-27.313797
79,148,-27.314587
26,137,-27.314669
113,168,-27.316723
8,55,-27.317663
39,155,-27.31777
47,60,-27.32015
20,189,-27.32282
18,57,-27.323921
18,158,-27.324636
8,187,-27.326416
47,71,-27.327677
6,65,-27.328697
77,79,-27.329271
85,93,-27.33129
101,124,-27.333666
98,139,-27.334381
52,79,-27.33527
44,168,-27.336073
53,81,-27.336632
168,187,-27.342104
8,13,-27.342806
105,116,-27.343342
77,99,-27.344788
6,52,-27.345112
3,8,-27.345232
49,148,-27.346994
77,145,-27.347254
114,146,-27.348646
81,165,-27.349718
96,135,-27.350412
20,81,-27.351208
57,88,-27.351286
82,171,-27.352814
53,161,-27.354576
39,110,-27.355726
30,38,-27.356022
168,177,-27.356512
98,178,-27.356522
10,80,-27.357876
75,136,-27.360249
106,171,-27.361944
20,77,-27.36353
10,43,-27.363558
6,142,-27.363976
99,148,-27.365139
142,189,-27.366842
30,31,-27.368868
39,112,-27.369453
40,119,-27.369997
148,175,-27.370466
18,53,-27.370926
43,94,-27.373241
110,168,-27.37406
26,69,-27.378912
52,158,-27.379383
40,87,-27.379805
31,135,-27.38006
77,163,-27.381006
16,185,-27.38246
135,139,-27.382742
23,57,-27.382942
43,85,-27.384192
91,162,-27.38532
20,148,-27.385355
18,162,-27.385815
17,148,-27.386389
135,189,-27.38723
15,75,-27.390411
90,114,-27.390413
37,143,-27.392294
68,101,-27.393637
18,144,-27.393656
21,183,-27.397657
77,100,-27.398481
78,94,-27.399824
77,102,-27.400043
31,71,-27.40019
79,96,-27.401152
8,145,-27.40373
2,53,-27.404127
10,186,-27.404497
54,130,-27.404589
80,85,-27.408993
139,162,-27.409212
103,148,-27.411135
56,171,-27.412334
96,130,-27.412527
77,131,-27.4135
154,171,-27.41399
54,88,-27.416159
130,189,-27.41873
22,39,-27.419075
91,139,-27.41964
18,142,-27.420864
97,148,-27.421854
75,142,-27.422972
8,155,-27.424276
96,126,-27.42644
77,170,-27.427393
40,76,-27.427914
24,34,-27.42848
26,134,-27.431303
24,157,-27.432148
168,180,-27.434502
65,88,-27.435024
8,12,-27.438726
65,189,-27.439455
77,103,-27.440947
31,65,-27.440956
10,78,-27.441996
65,104,-27.443163
30,54,-27.4477
47,192,-27.448347
38,142,-27.450434
92,143,-27.454325
101,144,-27.454998
28,40,-27.45611
20,185,-27.457415
77,155,-27.458685
39,129,-27.459307
114,132,-27.461096
42,139,-27.463736
84,177,-27.46496
52,60,-27.46532
5,168,-27.465998
16,142,-27.468832
75,120,-27.471548
67,77,-27.471582
33,81,-27.477266
42,71,-27.477428
69,92,-27.479584
78,85,-27.480255
96,151,-27.4819
8,49,-27.483282
15,65,-27.483507
53,162,-27.488455
84,90,-27.491653
104,148,-27.49231
87,167,-27.493196
114,128,-27.49329
76,167,-27.493309
18,88,-27.49354
130,164,-27.4936
24,163,-27.493942
56,148,-27.494678
88,168,-27.494923
39,153,-27.497889
24,44,-27.501478
94,186,-27.50184
81,91,-27.504358
52,142,-27.505175
1,94,-27.506292
24,131,-27.506453
8,59,-27.508047
39,50,-27.514177
37,137,-27.514433
18,178,-27.514786
77,109,-27.5154
39,175,-27.518124
74,148,-27.518597
71,178,-27.520405
8,102,-27.523344
139,142,-27.52434
112,168,-27.528296
37,132,-27.530165
75,178,-27.534357
91,189,-27.53578
0,185,-27.535955
116,146,-27.537102
109,148,-27.53958
71,75,-27.539934
39,113,-27.540588
38,42,-27.542498
25,65,-27.543524
54,91,-27.546888
28,167,-27.547892
127,171,-27.548113
77,181,-27.549162
83,148,-27.549898
77,175,-27.552782
147,168,-27.553158
116,137,-27.554998
73,77,-27.555435
2,65,-27.55557
23,192,-27.556948
69,116,-27.557077
54,189,-27.557821
88,178,-27.558771
47,75,-27.560148
39,141,-27.56043
84,138,-27.565228
8,122,-27.567434
161,189,-27.56903
148,170,-27.569319
47,54,-27.572104
24,52,-27.57319
37,190,-27.574942
37,173,-27.575813
171,175,-27.578783
84,106,-27.57894
39,182,-27.578953
23,178,-27.57992
104,142,-27.58111
8,182,-27.582731
39,60,-27.582972
16,31,-27.583212
96,158,-27.583569
168,174,-27.58451
6,38,-27.58509
52,144,-27.585375
8,120,-27.58538
54,168,-27.585938
81,120,-27.588112
109,171,-27.589926
101,136,-27.591753
65,68,-27.59247
42,75,-27.59252
8,14,-27.59313
171,184,-27.596224
8,150,-27.596956
84,132,-27.598484
77,108,-27.598963
8,29,-27.599989
19,116,-27.60037
86,167,-27.60082
3,77,-27.603426
18,23,-27.605526
14,171,-27.608484
8,98,-27.609697
2,185,-27.61487
65,91,-27.615221
65,192,-27.615416
8,153,-27.616632
8,108,-27.617811
2,71,-27.61895
0,139,-27.61947
1,85,-27.61962
60,96,-27.620253
23,130,-27.622095
26,115,-27.631098
18,192,-27.631933
61,183,-27.633104
69,114,-27.63389
119,167,-27.634058
15,52,-27.635492
30,81,-27.635496
0,81,-27.637503
6,18,-27.638857
77,172,-27.642668
106,114,-27.643072
115,116,-27.64352
38,50,-27.644638
24,181,-27.645807
40,86,-27.647017
33,39,-27.647505
1,10,-27.652845
23,135,-27.653368
16,18,-27.655207
31,185,-27.657461
162,185,-27.657887
52,54,-27.659166
122,171,-27.659704
84,128,-27.660494
5,8,-27.660501
171,173,-27.660822
97,171,-27.6617
68,139,-27.663637
161,185,-27.665033
30,65,-27.66752
37,90,-27.668139
10,64,-27.669275
113,148,-27.670187
77,125,-27.670313
16,75,-27.670404
8,44,-27.672232
91,185,-27.676664
24,57,-27.679317
142,164,-27.681086
84,115,-27.681767
5,24,-27.68185
96,149,-27.683271
18,30,-27.684465
153,168,-27.686811
16,23,-27.687174
71,192,-27.687525
101,178,-27.687693
185,192,-27.687983
111,114,-27.68915
6,96,-27.689482
90,116,-27.690323
6,75,-27.692915
77,169,-27.694925
75,139,-27.697409
148,179,-27.697817
96,139,-27.69802
8,181,-27.698126
88,162,-27.698679
84,175,-27.704142
22,168,-27.708212
8,184,-27.708433
77,149,-27.709082
44,77,-27.711462
148,181,-27.71649
95,183,-27.717554
85,186,-27.71771
38,158,-27.717787
39,144,-27.720587
37,127,-27.721916
64,94,-27.723734
15,139,-27.725473
101,104,-27.729795
24,130,-27.731092
22,84,-27.731459
128,171,-27.731562
8,110,-27.736965
16,101,-27.737465
23,189,-27.738125
8,152,-27.739626
26,190,-27.740152
25,101,-27.741495
54,139,-27.741808
31,98,-27.744253
114,138,-27.745049
31,101,-27.74953
6,39,-27.7504
34,77,-27.756271
24,177,-27.756609
65,71,-27.756859
8,131,-27.759813
8,33,-27.761095
52,178,-27.76151
37,99,-27.769346
81,192,-27.769926
32,116,-27.770975
31,91,-27.771273
12,37,-27.773123
15,47,-27.774393
54,164,-27.774431
18,98,-27.779413
114,154,-27.78026
92,154,-27.780775
37,134,-27.782879
148,160,-27.78539
77,140,-27.786886
12,26,-27.786913
33,168,-27.797707
8,58,-27.800043
81,104,-27.801218
53,88,-27.801893
32,114,-27.803085
8,157,-27.80628
92,146,-27.809603
2,81,-27.809652
71,96,-27.811773
138,171,-27.81359
75,144,-27.81442
74,171,-27.817648
60,101,-27.818472
22,114,-27.820124
52,91,-27.825506
96,98,-27.825727
161,192,-27.828014
70,94,-27.828466
16,189,-27.829594
114,191,-27.829964
31,162,-27.830053
84,111,-27.832361
53,75,-27.836546
54,68,-27.841326
52,75,-27.841818
24,136,-27.842184
96,142,-27.842283
73,148,-27.84339
81,162,-27.844858
114,160,-27.845388
88,192,-27.847166
42,148,-27.84743
58,171,-27.847965
38,91,-27.851336
98,189,-27.8543
24,158,-27.855028
32,171,-27.858538
101,157,-27.859255
111,171,-27.859636
10,70,-27.860706
25,75,-27.861788
60,139,-27.862322
81,141,-27.863796
90,92,-27.86555
38,164,-27.866604
101,135,-27.86674
31,52,-27.866827
142,178,-27.871809
21,63,-27.873251
162,189,-27.873346
160,171,-27.874079
6,101,-27.875479
18,161,-27.875496
18,54,-27.877062
84,154,-27.877703
54,142,-27.877903
130,185,-27.877928
31,47,-27.880693
18,50,-27.881332
8,20,-27.882204
2,31,-27.88312
81,113,-27.884697
75,164,-27.884981
89,114,-27.88632
96,104,-27.88663
84,169,-27.888592
148,161,-27.88862
18,65,-27.891481
68,75,-27.895697
0,8,-27.896156
23,142,-27.898169
130,142,-27.89864
26,82,-27.898973
26,146,-27.900331
88,135,-27.902922
31,54,-27.90479
134,171,-27.905016
8,141,-27.90538
40,123,-27.90789
39,136,-27.9081
50,77,-27.90918
64,85,-27.90938
2,142,-27.909922
79,101,-27.910181
31,88,-27.91158
15,96,-27.911835
18,130,-27.914211
24,174,-27.915556
65,75,-27.915594
42,81,-27.91574
5,77,-27.918089
20,101,-27.918188
47,142,-27.91857
31,130,-27.919283
42,96,-27.92193
37,74,-27.92277
36,114,-27.92637
52,104,-27.926435
24,135,-27.926458
87,183,-27.929834
38,161,-27.931314
116,128,-27.933512
15,23,-27.93495
23,39,-27.935791
13,77,-27.940529
36,84,-27.942286
38,130,-27.943243
23,139,-27.943678
37,109,-27.944138
17,171,-27.945738
59,77,-27.94704
77,180,-27.94783
31,142,-27.948143
91,101,-27.94905
14,116,-27.952772
148,172,-27.95333
8,126,-27.953394
40,66,-27.957472
18,96,-27.957933
37,191,-27.95815
34,148,-27.959053
161,168,-27.959196
18,120,-27.959394
123,167,-27.9596
39,157,-27.959684
38,192,-27.961016
2,139,-27.961409
8,73,-27.962194
52,192,-27.963198
55,77,-27.964453
136,185,-27.964756
32,84,-27.965643
8,140,-27.969479
50,96,-27.970053
30,96,-27.972288
84,103,-27.974604
39,44,-27.974905
65,178,-27.975096
12,84,-27.977339
104,168,-27.978651
24,176,-27.978786
116,191,-27.981264
76,183,-27.982737
36,148,-27.98379
35,40,-27.98409
31,192,-27.985157
25,52,-27.985924
65,168,-27.986086
68,96,-27.986181
7,148,-27.98619
109,114,-27.990774
77,89,-27.992758
39,187,-27.992949
0,168,-27.993298
52,164,-27.993881
102,148,-27.994947
81,185,-27.995382
46,85,-27.996897
39,100,-27.99697
24,65,-27.998611
38,120,-27.999842
24,139,-28.00065
82,116,-28.001163
67,148,-28.005688
10,46,-28.00781
18,185,-28.008162
126,168,-28.008188
84,179,-28.010664
71,81,-28.013327
24,51,-28.013563
37,82,-28.013803
77,113,-28.016237
44,148,-28.016268
125,148,-28.01814
2,39,-28.019058
31,139,-28.019476
52,53,-28.020643
116,180,-28.024065
2,75,-28.026005
77,124,-28.028002
8,34,-28.028011
91,142,-28.028349
131,171,-28.028574
46,94,-28.0286
38,189,-28.02883
23,91,-28.029928
101,149,-28.030981
114,173,-28.036036
139,164,-28.036432
8,107,-28.039717
81,161,-28.04043
2,168,-28.04497
26,90,-28.045557
18,104,-28.046398
171,180,-28.047766
0,96,-28.049063
23,164,-28.049467
37,154,-28.049925
